"","ID","Site","daylight","Depth_Stratum","Deployment","ACat","Taxa_Groups","Acoustic_Category","Taxa_updated","CAAB_updated","nos","weight_g","Weight_Std_gm3_gps","Abd_Std_nosm3_gps","Weight_Std_gm3_sp","Abd_Std_nosm3_sp","AvgL_mm","datetime_UTC_start","datetime_UTC_stop","lat_decdeg_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","VolumeFiltered_m3_speed","VolumeFiltered_m3_gps","Taxa_PLAOS"
"37",37,NA,NA,NA,2,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,99,3,NA,NA,NA,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetognath"
"38",38,NA,NA,NA,2,"Copepod","Crustaceans","Crustaceans","Euchirella spp.",27212903,33,0.5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"Crustacean"
"39",39,NA,NA,NA,2,"Ctenophore","Gelatinous_Active","G_nGB","Beroe spp.",12090901,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophore"
"40",40,NA,NA,NA,2,"FGB","FGB","FGB","Cyclothone spp.",37106902,3,0.5,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"FGB"
"41",41,NA,NA,NA,2,"FGB","FGB","FGB","Nannobrachium achirus",37122096,1,0.5,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,"FGB"
"42",42,NA,NA,NA,2,"FnGB","FnGB","FnGB","Idiacanthus atlanticus",37113002,1,1,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,"FnGB"
"43",43,NA,NA,NA,2,"Krill","Crustaceans","Crustaceans","Euphausia spp.",28702901,2,0.5,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,"Krill"
"44",44,NA,NA,NA,2,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medusa"
"45",45,NA,NA,NA,2,"Pteropod","other","other","Styliola subula",24407002,2,0.5,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"46",46,NA,NA,NA,2,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,1,230,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,"Pyrosome"
"47",47,NA,NA,NA,2,"Tunicates","Tunicates","G_nGB","remainder",NA,0,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salp"
"48",48,"SOTS","Day","Meso",3,"Amphipods","Crustaceans","Crustaceans","Cystisoma spp.",28565901,1,0.5,1.94945573897713e-05,3.89891147795427e-05,2.53099689626078e-05,5.06199379252156e-05,47,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Crustacean"
"49",49,"SOTS","Day","Meso",3,"Amphipods","Crustaceans","Crustaceans","Phronima spp.",28572901,3,0.5,1.94945573897713e-05,0.000116967344338628,2.53099689626078e-05,0.000151859813775647,NA,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Crustacean"
"50",50,"SOTS","Day","Meso",3,"Amphipods","Crustaceans","Crustaceans","Themisto gaudichaudii",28570022,14,0.5,1.94945573897713e-05,0.000545847606913598,2.53099689626078e-05,0.000708679130953018,6.5,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Crustacean"
"51",51,"SOTS","Day","Meso",3,"Cephalopod","Cephalopod","Cephalopod","Sepiolidae - undifferentiated",23609000,1,0.5,1.94945573897713e-05,3.89891147795427e-05,2.53099689626078e-05,5.06199379252156e-05,13.5,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Cephalopod"
"52",52,"SOTS","Day","Meso",3,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,77,4,0.000155956459118171,0.00300216183802479,0.000202479751700862,0.0038977352202416,38.25,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Chaetognath"
"53",53,"SOTS","Day","Meso",3,"Copepod","Crustaceans","Crustaceans","Euchirella spp.",27212903,13,0.5,1.94945573897713e-05,0.000506858492134055,2.53099689626078e-05,0.000658059193027803,NA,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Crustacean"
"54",54,"SOTS","Day","Meso",3,"FGB","FGB","FGB","Argyropelecus hemigymnus",37107006,5,1,3.89891147795427e-05,0.000194945573897713,5.06199379252156e-05,0.000253099689626078,20,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"FGB"
"55",55,"SOTS","Day","Meso",3,"FGB","FGB","FGB","Larval Fish",NA,5,0.5,1.94945573897713e-05,0.000194945573897713,2.53099689626078e-05,0.000253099689626078,19,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"FGB"
"56",56,"SOTS","Day","Meso",3,"Krill","Crustaceans","Crustaceans","Nematoscelis megalops",28702015,22,1,3.89891147795427e-05,0.000857760525149939,5.06199379252156e-05,0.00111363863435474,15.9090909090909,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Krill"
"57",57,"SOTS","Day","Meso",3,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,2,10,0.000389891147795427,7.79782295590854e-05,0.000506199379252156,0.000101239875850431,49,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Medusa"
"58",58,"SOTS","Day","Meso",3,"Siphonophore","Gelatinous_Active","G_nGB","Diphyes spp.",11093903,3,0.5,1.94945573897713e-05,0.000116967344338628,2.53099689626078e-05,0.000151859813775647,14,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Siphonophore"
"59",59,"SOTS","Day","Meso",3,"Siphonophore","Gelatinous_Active","G_nGB","Hippopodius spp.",11094901,0,65,0.00253429246067027,0,0.00329029596513901,0,NA,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Siphonophore"
"60",60,"SOTS","Day","Meso",3,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,31,4989,0.194516693635138,0.00120866255816582,0.2525428703089,0.00156921807568168,250.387096774194,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Pyrosome"
"61",61,"SOTS","Day","Meso",3,"Tunicates","Tunicates","G_nGB","remainder",NA,0,87,0.00339205298582021,0,0.00440393459949375,0,NA,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Salp"
"62",62,"SOTS","Day","Meso",3,"Tunicates","Tunicates","G_nGB","Soestia zonaria",35103016,2,8,0.000311912918236341,7.79782295590854e-05,0.000404959503401725,0.000101239875850431,76.5,"10/12/2020 2:28","10/12/2020 3:08",-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,"Salp"
"63",63,NA,NA,NA,4,"Amphipods","Crustaceans","Crustaceans","Phronima spp.",28572901,2,0.5,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,"Crustacean"
"64",64,NA,NA,NA,4,"Amphipods","Crustaceans","Crustaceans","Themisto gaudichaudii",28570022,1,0.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Crustacean"
"65",65,NA,NA,NA,4,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,109,13,NA,NA,NA,NA,39.9714285714286,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetognath"
"66",66,NA,NA,NA,4,"Copepod","Crustaceans","Crustaceans","Subclass Copepoda - undifferentiated",27200000,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crustacean"
"67",67,NA,NA,NA,4,"FGB","FGB","FGB","Larval Fish",NA,18,6,NA,NA,NA,NA,13.6111111111111,NA,NA,NA,NA,NA,NA,NA,NA,"FGB"
"68",68,NA,NA,NA,4,"Krill","Crustaceans","Crustaceans","Order Euphausiacea - undifferentiated",28700000,33,5,NA,NA,NA,NA,16.7272727272727,NA,NA,NA,NA,NA,NA,NA,NA,"Krill"
"69",69,NA,NA,NA,4,"Medusa","Gelatinous_Active","G_nGB","Solmissus spp.",11082902,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medusa"
"70",70,NA,NA,NA,4,"Pteropod","other","other","Styliola subula",24407002,4,0.5,NA,NA,NA,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"71",71,NA,NA,NA,4,"Siphonophore","Gelatinous_Active","G_nGB","Diphyes spp.",11093903,9,0.5,NA,NA,NA,NA,11.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonophore"
"72",72,NA,NA,NA,4,"Tunicates","Tunicates","G_nGB","Pyrosoma atlanticum",35101001,3,491,NA,NA,NA,NA,248.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,"Pyrosome"
"73",73,"SOTS","Night","Epi",5,"Amphipods","Crustaceans","Crustaceans","Order Amphipoda - undifferentiated",28399000,2,0.5,2.01600086256452e-05,8.06400345025806e-05,2.53099689626078e-05,0.000101239875850431,11,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Crustacean"
"74",74,"SOTS","Night","Epi",5,"Amphipods","Crustaceans","Crustaceans","Phronima spp.",28572901,5,0.5,2.01600086256452e-05,0.000201600086256452,2.53099689626078e-05,0.000253099689626078,26,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Crustacean"
"75",75,"SOTS","Night","Epi",5,"Amphipods","Crustaceans","Crustaceans","Themisto gaudichaudii",28570022,36,0.5,2.01600086256452e-05,0.00145152062104645,2.53099689626078e-05,0.00182231776530776,8.9,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Crustacean"
"76",76,"SOTS","Night","Epi",5,"Amphipods","Crustaceans","Crustaceans","Vibiliidae - undifferentiated",28566000,1,0.5,2.01600086256452e-05,4.03200172512903e-05,2.53099689626078e-05,5.06199379252156e-05,10,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Crustacean"
"77",77,"SOTS","Night","Epi",5,"Cephalopod","Cephalopod","Cephalopod","Cranchiidae - undifferentiated",23643000,4,16.5,0.00066528028464629,0.000161280069005161,0.000835228975766057,0.000202479751700862,11,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Cephalopod"
"78",78,"SOTS","Night","Epi",5,"Cephalopod","Cephalopod","Cephalopod","Cranchiidae - undifferentiated",23643000,4,16.5,0.00066528028464629,0.000161280069005161,0.000835228975766057,0.000202479751700862,36.3333333333333,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Cephalopod"
"79",79,"SOTS","Night","Epi",5,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,126,6,0.000241920103507742,0.00508032217366258,0.000303719627551293,0.00637811217857716,NA,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Chaetognath"
"80",80,"SOTS","Night","Epi",5,"Chaetognath","Chaetognath","G_nGB","Phylum Chaetognatha - undifferentiated",36010000,126,6,0.000241920103507742,0.00508032217366258,0.000303719627551293,0.00637811217857716,40.3666666666667,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Chaetognath"
"81",81,"SOTS","Night","Epi",5,"Copepod","Crustaceans","Crustaceans","Euchirella spp.",27212903,4,0.5,2.01600086256452e-05,0.000161280069005161,2.53099689626078e-05,0.000202479751700862,5.5,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"Crustacean"
"82",82,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Argyropelecus hemigymnus",37107006,1,0.5,2.01600086256452e-05,4.03200172512903e-05,2.53099689626078e-05,5.06199379252156e-05,28,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
"83",83,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Diplophos rebainsi",37106010,2,20,0.000806400345025806,8.06400345025806e-05,0.00101239875850431,0.000101239875850431,232.5,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
"84",84,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Electrona paucirastra",37122075,2,3,0.000120960051753871,8.06400345025806e-05,0.000151859813775647,0.000101239875850431,34,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
"85",85,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Lampanyctus australis",37122019,2,11.5,0.000463680198389839,8.06400345025806e-05,0.000582129286139979,0.000101239875850431,85,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
"86",86,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Larval Fish",NA,28,1.5,6.04800258769355e-05,0.00112896048303613,7.59299068878234e-05,0.00141735826190604,NA,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
"87",87,"SOTS","Night","Epi",5,"FGB","FGB","FGB","Larval Fish",NA,28,1.5,6.04800258769355e-05,0.00112896048303613,7.59299068878234e-05,0.00141735826190604,26.75,"10/12/2020 16:55","10/12/2020 17:35",-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,"FGB"
