,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Taxa,CAAB,nos,weight_g,Weight_Std_gm3,Abd_Std_nosm3,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3
11,Trawl,Day,Integrated,1,Fish_GB,Fish_GB,Bolinichthys sp.,37122522,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
12,Trawl,Day,Integrated,1,Fish_GB,Fish_GB,Lampanyctus australis,37122019,18,100,0.002530997,0.000455579,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
13,Trawl,Day,Integrated,1,Krill,Crustaceans,Euphausia spp.,28702901,3,0.5,1.27E-05,7.59E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
14,Trawl,Day,Integrated,1,Krill,Crustaceans,Nematoscelis spp.,28702903,42,3.5,8.86E-05,0.001063019,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
15,Trawl,Day,Integrated,1,Krill,Crustaceans,Stylocheiron spp.,28702906,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
16,Trawl,Day,Integrated,1,Medusa,Gelatinous_Active,Atolla spp.,11123901,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
17,Trawl,Day,Integrated,1,Medusa,Gelatinous_Active,Periphylla periphylla,11128001,3,1,2.53E-05,7.59E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
18,Trawl,Day,Integrated,1,Medusa,Gelatinous_Active,Rhopalonema spp.,11089906,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
19,Trawl,Day,Integrated,1,Medusa,Gelatinous_Active,Solmissus spp.,11082902,3,30,0.000759299,7.59E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
20,Trawl,Day,Integrated,1,Prawn,Crustaceans,Acanthephyra quadrispinosa,28735007,9,6,0.00015186,0.00022779,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
21,Trawl,Day,Integrated,1,Prawn,Crustaceans,Acanthephyra spp.,28735901,2,0.5,1.27E-05,5.06E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
22,Trawl,Day,Integrated,1,Prawn,Crustaceans,Gennadas spp.,28713903,34,5,0.00012655,0.000860539,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
23,Trawl,Day,Integrated,1,Prawn,Crustaceans,Notostomus auriculatus,28735028,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
24,Trawl,Day,Integrated,1,Prawn,Crustaceans,Phorcosergia potens,28720020,3,5,0.00012655,7.59E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
25,Trawl,Day,Integrated,1,Prawn,Crustaceans,Sergestes spp.,28720906,12,6,0.00015186,0.00030372,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
26,Trawl,Day,Integrated,1,Pteropod,other,Clio spp.,24406901,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
27,Trawl,Day,Integrated,1,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
28,Trawl,Day,Integrated,1,Siphonophore,Gelatinous_Active,Order Siphonophora - undifferentiated,11090000,30,53,0.001341428,0.000759299,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
29,Trawl,Day,Integrated,1,Siphonophore,Gelatinous_Active,Vogtia spinosa,11094003,6,20,0.000506199,0.00015186,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
30,Trawl,Day,Integrated,1,Tunicates,Tunicates,Pyrosomatidae - undifferentiated,35101000,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
31,Trawl,Day,Integrated,1,Tunicates,Tunicates,Salpa spp.,35103908,10,30,0.000759299,0.0002531,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
32,Trawl,Day,Integrated,1,worms,other,Phylum Nemertea - undifferentiated,1.40E+07,1,1,2.53E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
33,Trawl,Day,Integrated,1,worms,other,Tomopteris spp.,22068901,1,0.5,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352
34,NA,NA,NA,2,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,66,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,2,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,99,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,2,Copepod,Crustaceans,Euchirella spp.,27212903,33,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,2,Ctenophore,Gelatinous_Active,Beroe spp.,12090901,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,2,Fish,Fish,Cyclothone sp.,37106501,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,2,Fish,Fish,Stomias sp.,37112501,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,2,Fish_GB,Fish_GB,Myctophidae - undifferentiated,37122000,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,2,Krill,Crustaceans,Euphausia spp.,28702901,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,2,Medusa,Gelatinous_Active,Solmissus spp.,11082902,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,2,Pteropod,other,Styliola subula,24407002,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,2,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,2,Tunicates,Tunicates,remainder,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,SOTS,Day,Meso,3,Amphipods,Crustaceans,Cystisoma spp.,28565901,1,0.5,2.53E-05,5.06E-05,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
47,SOTS,Day,Meso,3,Amphipods,Crustaceans,Phronima spp.,28572901,3,0.5,2.53E-05,0.00015186,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
48,SOTS,Day,Meso,3,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,14,0.5,2.53E-05,0.000708679,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
49,SOTS,Day,Meso,3,Cephalopod,Cephalopod,Sepiolidae - undifferentiated,23609000,1,0.5,2.53E-05,5.06E-05,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
50,SOTS,Day,Meso,3,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,77,4,0.00020248,0.003897735,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
51,SOTS,Day,Meso,3,Copepod,Crustaceans,Euchirella spp.,27212903,13,0.5,2.53E-05,0.000658059,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
52,SOTS,Day,Meso,3,Fish,Fish,Argyropelecus hemigymnus,37107006,5,5,0.0002531,0.0002531,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
53,SOTS,Day,Meso,3,Fish,Fish,Larval Fish,NA,5,0,0,0.0002531,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
54,SOTS,Day,Meso,3,Krill,Crustaceans,Nematoscelis megalops,28702015,22,1,5.06E-05,0.001113639,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
55,SOTS,Day,Meso,3,Medusa,Gelatinous_Active,Solmissus spp.,11082902,2,10,0.000506199,0.00010124,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
56,SOTS,Day,Meso,3,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,3,0.5,2.53E-05,0.00015186,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
57,SOTS,Day,Meso,3,Siphonophore,Gelatinous_Active,Hippopodius spp.,11094901,0,65,0.003290296,0,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
58,SOTS,Day,Meso,3,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,31,4989,0.25254287,0.001569218,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
59,SOTS,Day,Meso,3,Tunicates,Tunicates,remainder,NA,0,87,0.004403935,0,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
60,SOTS,Day,Meso,3,Tunicates,Tunicates,Soestia zonaria,35103016,2,8,0.00040496,0.00010124,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176
61,NA,NA,NA,4,Amphipods,Crustaceans,Phronima spp.,28572901,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,4,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,4,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,109,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,4,Copepod,Crustaceans,Subclass Copepoda - undifferentiated,27200000,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,4,Fish,Fish,Larval Fish,NA,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,4,Krill,Crustaceans,Order Euphausiacea - undifferentiated,28700000,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,4,Medusa,Gelatinous_Active,Solmissus spp.,11082902,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,4,Pteropod,other,Styliola subula,24407002,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,4,Siphonophore,Gelatinous_Active,Diphyes spp.,11093903,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,4,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,3,491,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,SOTS,Night,Epi,5,Amphipods,Crustaceans,Order Amphipoda - undifferentiated,28399000,2,0.5,2.53E-05,0.00010124,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
72,SOTS,Night,Epi,5,Amphipods,Crustaceans,Phronima spp.,28572901,5,0.5,2.53E-05,0.0002531,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
73,SOTS,Night,Epi,5,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,36,0.5,2.53E-05,0.001822318,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
74,SOTS,Night,Epi,5,Amphipods,Crustaceans,Vibiliidae - undifferentiated,28566000,1,0.5,2.53E-05,5.06E-05,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
75,SOTS,Night,Epi,5,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,4,16.5,0.000835229,0.00020248,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
76,SOTS,Night,Epi,5,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,152,37.5,0.001898248,0.007694231,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
77,SOTS,Night,Epi,5,Copepod,Crustaceans,Euchirella spp.,27212903,4,0.5,2.53E-05,0.00020248,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
78,SOTS,Night,Epi,5,Fish,Fish,Argyropelecus hemigymnus,37107006,1,0.5,2.53E-05,5.06E-05,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
79,SOTS,Night,Epi,5,Fish,Fish,Diplophos rebainsi,37106010,2,20,0.001012399,0.00010124,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
80,SOTS,Night,Epi,5,Fish,Fish,Larval Fish,NA,28,1.5,7.59E-05,0.001417358,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
81,SOTS,Night,Epi,5,Fish_GB,Fish_GB,Electrona carlsbergi,37122104,2,3,0.00015186,0.00010124,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
82,SOTS,Night,Epi,5,Fish_GB,Fish_GB,Lampanyctus australis,37122019,2,12,0.000607439,0.00010124,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
83,SOTS,Night,Epi,5,Krill,Crustaceans,Nematoscelis spp.,28702903,203,8,0.00040496,0.010275847,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
84,SOTS,Night,Epi,5,Krill,Crustaceans,Order Euphausiacea - undifferentiated,28700000,7,0.5,2.53E-05,0.00035434,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
85,SOTS,Night,Epi,5,Medusa,Gelatinous_Active,Solmissus spp.,11082902,21,120,0.006074393,0.001063019,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
86,SOTS,Night,Epi,5,Pteropod,other,Styliola subula,24407002,1,0.5,2.53E-05,5.06E-05,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
87,SOTS,Night,Epi,5,Tunicates,Tunicates,Cyclosalpa bakeri,35103002,92,124,0.006276872,0.004657034,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
88,SOTS,Night,Epi,5,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,13,5419,0.274309444,0.000658059,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
89,SOTS,Night,Epi,5,Tunicates,Tunicates,remainder,NA,0,330,0.01670458,0,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
90,SOTS,Night,Epi,5,Tunicates,Tunicates,Soestia zonaria,35103016,5,18,0.000911159,0.0002531,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176
91,SOTS,Night,Lmeso,6,Amphipods,Crustaceans,Gammaridae - undifferentiated,28418000,3,1,1.69E-05,5.06E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
92,SOTS,Night,Lmeso,6,Amphipods,Crustaceans,Primno spp.,28573903,14,0.5,8.44E-06,0.000236226,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
93,SOTS,Night,Lmeso,6,Amphipods,Crustaceans,Themisto gaudichaudii,28570022,4,0.5,8.44E-06,6.75E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
94,SOTS,Night,Lmeso,6,Cephalopod,Cephalopod,Class Cephalopoda - undifferentiated,23590000,1,0.5,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
95,SOTS,Night,Lmeso,6,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
96,SOTS,Night,Lmeso,6,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,158,36.5,0.000615876,0.002665983,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
97,SOTS,Night,Lmeso,6,Copepod,Crustaceans,Euchirella spp.,27212903,30,0.5,8.44E-06,0.000506199,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
98,SOTS,Night,Lmeso,6,Copepod,Crustaceans,Subclass Copepoda - undifferentiated,27200000,2,0.5,8.44E-06,3.37E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
99,SOTS,Night,Lmeso,6,Fish,Fish,Cyclothone spp.,37106902,31,4.5,7.59E-05,0.000523073,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
100,SOTS,Night,Lmeso,6,Fish,Fish,Evermannella balbo,37130002,1,4,6.75E-05,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
101,SOTS,Night,Lmeso,6,Fish,Fish,Larval Fish,NA,32,0.5,8.44E-06,0.000539946,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
102,SOTS,Night,Lmeso,6,Krill,Crustaceans,Euphausia spp.,28702901,27,1,1.69E-05,0.000455579,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
103,SOTS,Night,Lmeso,6,Krill,Crustaceans,Nematoscelis megalops,28702015,7,0.5,8.44E-06,0.000118113,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
104,SOTS,Night,Lmeso,6,Krill,Crustaceans,Order Euphausiacea - undifferentiated,28700000,23,1,1.69E-05,0.000388086,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
105,SOTS,Night,Lmeso,6,Krill,Crustaceans,Stylocheiron spp.,28702906,4,0.5,8.44E-06,6.75E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
106,SOTS,Night,Lmeso,6,Medusa,Gelatinous_Active,Halicreatidae - undifferentiated,11086000,1,0.5,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
107,SOTS,Night,Lmeso,6,Ostracod,Crustaceans,Class Ostracoda - undifferentiated,27100000,1,0.5,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
108,SOTS,Night,Lmeso,6,Prawn,Crustaceans,Acanthephyra quadrispinosa,28735007,1,0.5,8.44E-06,1.69E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
109,SOTS,Night,Lmeso,6,Pteropod,other,Styliola subula,24407002,5,0.5,8.44E-06,8.44E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
110,SOTS,Night,Lmeso,6,Tunicates,Tunicates,Pyrosoma atlanticum,35101001,2,567,0.009567168,3.37E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
111,SOTS,Night,Lmeso,6,Tunicates,Tunicates,remainder,NA,0,193,0.003256549,0,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528
112,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Cyphocaris richardi,28406004,4,0.5,8.44E-06,6.75E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
113,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Cystisomatidae - undifferentiated,28565000,1,0.5,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
114,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Lanceola spp.,28555901,5,2,3.37E-05,8.44E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
115,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Order Amphipoda - undifferentiated,28399000,3,0,0,5.06E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
116,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Primno spp.,28573903,17,0.5,8.44E-06,0.000286846,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
117,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Scina spp.,28561901,11,1,1.69E-05,0.000185606,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
118,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Synopia spp.,28495902,1,0.5,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
119,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Uristidae - undifferentiated,28413000,37,12,0.00020248,0.000624313,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
120,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Vibilia spp.,28566901,1,0.5,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
121,SOTS,Day,Lmeso,7,Cephalopod,Cephalopod,Cranchiidae - undifferentiated,23643000,1,0.5,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
122,SOTS,Day,Lmeso,7,Chaetognath,Chaetognath,Phylum Chaetognatha - undifferentiated,36010000,100,153,0.002581617,0.001687331,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
123,SOTS,Day,Lmeso,7,Copepod,Crustaceans,Subclass Copepoda - undifferentiated,27200000,25,0.5,8.44E-06,0.000421833,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
124,SOTS,Day,Lmeso,7,Fish,Fish,"""Superclass"" Pisces - undifferentiated",3.70E+07,1,0.5,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
125,SOTS,Day,Lmeso,7,Fish,Fish,Argyropelecus gigas,37107005,8,0.5,8.44E-06,0.000134987,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528
